event_id,user_id,event_name,timestamp,acquisition_channel,device,plan_tier,order_id,order_value,recipe_id,rating
E006512,U00655,onboarding_started,2026-01-05 20:44:00,,Desktop,Basic,,,,
E016829,U01722,landing_page_view,2026-01-05 20:53:00,Referral,Mobile,,,,,
E016830,U01722,signup_started,2026-01-05 21:00:00,Referral,Mobile,,,,,
E016831,U01722,signup_completed,2026-01-05 21:04:00,Referral,Mobile,Basic,,,,
E017201,U01763,onboarding_started,2026-01-05 21:13:00,,Desktop,Family,,,,
E017202,U01763,onboarding_completed,2026-01-05 21:54:00,,Desktop,Family,,,,
E016832,U01722,onboarding_started,2026-01-05 21:59:00,,Mobile,Basic,,,,
E019555,U01993,order_placed,2026-01-06 01:05:00,,Desktop,Premium,O019555,118.91,,
E019557,U01993,recipe_ordered,2026-01-06 01:05:06,,,,O019555,,R0059,
E019556,U01993,recipe_ordered,2026-01-06 01:05:38,,,,O019555,,R0093,
E019558,U01993,recipe_ordered,2026-01-06 01:05:43,,,,O019555,,R0007,
E009155,U00939,landing_page_view,2026-01-06 06:47:00,Paid Social,Desktop,,,,,
E007752,U00794,landing_page_view,2026-01-06 06:59:00,Organic Search,Desktop,,,,,
E007753,U00794,signup_started,2026-01-06 07:00:00,Organic Search,Desktop,,,,,
E009156,U00939,signup_started,2026-01-06 07:00:00,Paid Social,Desktop,,,,,
E007754,U00794,signup_completed,2026-01-06 07:02:00,Organic Search,Desktop,Premium,,,,
E007755,U00794,onboarding_started,2026-01-06 07:22:00,,Desktop,Premium,,,,
E007756,U00794,onboarding_completed,2026-01-06 08:01:00,,Desktop,Premium,,,,
E009793,U01004,landing_page_view,2026-01-06 08:53:00,Organic Search,Mobile,,,,,
E012666,U01315,landing_page_view,2026-01-06 08:53:00,Organic Search,Mobile,,,,,
E009794,U01004,signup_started,2026-01-06 09:00:00,Organic Search,Mobile,,,,,
E012667,U01315,signup_started,2026-01-06 09:00:00,Organic Search,Mobile,,,,,
E009795,U01004,signup_completed,2026-01-06 09:19:00,Organic Search,Mobile,Basic,,,,
E012668,U01315,signup_completed,2026-01-06 09:21:00,Organic Search,Mobile,Family,,,,
E012669,U01315,onboarding_started,2026-01-06 09:34:00,,Mobile,Family,,,,
E009796,U01004,onboarding_started,2026-01-06 09:40:00,,Mobile,Basic,,,,
E012670,U01315,onboarding_completed,2026-01-06 10:11:00,,Mobile,Family,,,,
E009797,U01004,onboarding_completed,2026-01-06 10:14:00,,Mobile,Basic,,,,
E009994,U01028,landing_page_view,2026-01-06 10:50:00,Paid Social,Desktop,,,,,
E014805,U01526,landing_page_view,2026-01-06 10:50:00,Organic Search,Desktop,,,,,
E009995,U01028,signup_started,2026-01-06 11:00:00,Paid Social,Desktop,,,,,
E014806,U01526,signup_started,2026-01-06 11:00:00,Organic Search,Desktop,,,,,
E009996,U01028,signup_completed,2026-01-06 11:02:00,Paid Social,Desktop,Family,,,,
E014807,U01526,signup_completed,2026-01-06 11:10:00,Organic Search,Desktop,Family,,,,
E009997,U01028,onboarding_started,2026-01-06 11:33:00,,Desktop,Family,,,,
E009998,U01028,onboarding_completed,2026-01-06 11:53:00,,Desktop,Family,,,,
E001208,U00127,landing_page_view,2026-01-06 11:59:00,Influencer,Desktop,,,,,
E019338,U01977,landing_page_view,2026-01-06 11:59:00,Paid Social,Mobile,,,,,
E001209,U00127,signup_started,2026-01-06 12:00:00,Influencer,Desktop,,,,,
E019339,U01977,signup_started,2026-01-06 12:00:00,Paid Social,Mobile,,,,,
E014808,U01526,onboarding_started,2026-01-06 12:04:00,,Desktop,Family,,,,
E019340,U01977,signup_completed,2026-01-06 12:06:00,Paid Social,Mobile,Premium,,,,
E014809,U01526,onboarding_completed,2026-01-06 12:09:00,,Desktop,Family,,,,
E001309,U00139,order_placed,2026-01-06 12:17:00,,Desktop,Family,O001309,99.94,,
E001313,U00139,recipe_ordered,2026-01-06 12:17:03,,,,O001309,,R0101,
E001311,U00139,recipe_ordered,2026-01-06 12:17:25,,,,O001309,,R0070,
E001310,U00139,recipe_ordered,2026-01-06 12:17:57,,,,O001309,,R0131,
E001312,U00139,recipe_ordered,2026-01-06 12:17:57,,,,O001309,,R0069,
E001210,U00127,signup_completed,2026-01-06 12:21:00,Influencer,Desktop,Family,,,,
E001211,U00127,onboarding_started,2026-01-06 12:32:00,,Desktop,Family,,,,
E001249,U00130,landing_page_view,2026-01-06 12:54:00,Referral,Mobile,,,,,
E017480,U01792,landing_page_view,2026-01-06 12:58:00,Email,Mobile,,,,,
E001250,U00130,signup_started,2026-01-06 13:00:00,Referral,Mobile,,,,,
E017481,U01792,signup_started,2026-01-06 13:00:00,Email,Mobile,,,,,
E019341,U01977,onboarding_started,2026-01-06 13:02:00,,Mobile,Premium,,,,
E019342,U01977,onboarding_completed,2026-01-06 13:08:00,,Mobile,Premium,,,,
E001251,U00130,signup_completed,2026-01-06 13:10:00,Referral,Mobile,Basic,,,,
E017482,U01792,signup_completed,2026-01-06 13:17:00,Email,Mobile,Basic,,,,
E017483,U01792,onboarding_started,2026-01-06 13:33:00,,Mobile,Basic,,,,
E001252,U00130,onboarding_started,2026-01-06 13:44:00,,Mobile,Basic,,,,
E017484,U01792,onboarding_completed,2026-01-06 13:54:00,,Mobile,Basic,,,,
E013571,U01406,landing_page_view,2026-01-06 14:49:00,Organic Search,Desktop,,,,,
E013572,U01406,signup_started,2026-01-06 15:00:00,Organic Search,Desktop,,,,,
E013573,U01406,signup_completed,2026-01-06 15:20:00,Organic Search,Desktop,Basic,,,,
E013574,U01406,onboarding_started,2026-01-06 15:58:00,,Desktop,Basic,,,,
E002575,U00260,plan_paused,2026-01-06 17:06:00,,,Basic,,,,
E014967,U01539,order_placed,2026-01-06 17:52:00,,Desktop,Family,O014967,107.94,,
E014968,U01539,recipe_ordered,2026-01-06 17:52:05,,,,O014967,,R0072,
E014969,U01539,recipe_ordered,2026-01-06 17:52:41,,,,O014967,,R0119,
E014970,U01539,recipe_ordered,2026-01-06 17:52:58,,,,O014967,,R0054,
E019183,U01959,landing_page_view,2026-01-06 17:57:00,Influencer,Desktop,,,,,
E019184,U01959,signup_started,2026-01-06 18:00:00,Influencer,Desktop,,,,,
E019185,U01959,signup_completed,2026-01-06 18:04:00,Influencer,Desktop,Family,,,,
E019186,U01959,onboarding_started,2026-01-06 18:30:00,,Desktop,Family,,,,
E019187,U01959,onboarding_completed,2026-01-06 18:42:00,,Desktop,Family,,,,
E006911,U00697,landing_page_view,2026-01-06 18:48:00,Paid Social,Mobile,,,,,
E012987,U01345,landing_page_view,2026-01-06 18:52:00,Paid Social,Desktop,,,,,
E011156,U01145,landing_page_view,2026-01-06 18:54:00,Email,Mobile,,,,,
E006912,U00697,signup_started,2026-01-06 19:00:00,Paid Social,Mobile,,,,,
E011157,U01145,signup_started,2026-01-06 19:00:00,Email,Mobile,,,,,
E012988,U01345,signup_started,2026-01-06 19:00:00,Paid Social,Desktop,,,,,
E012989,U01345,signup_completed,2026-01-06 19:12:00,Paid Social,Desktop,Basic,,,,
E006913,U00697,signup_completed,2026-01-06 19:21:00,Paid Social,Mobile,Basic,,,,
E011158,U01145,signup_completed,2026-01-06 19:21:00,Email,Mobile,Basic,,,,
E012990,U01345,onboarding_started,2026-01-06 19:24:00,,Desktop,Basic,,,,
E006914,U00697,onboarding_started,2026-01-06 19:30:00,,Mobile,Basic,,,,
E012991,U01345,onboarding_completed,2026-01-06 19:37:00,,Desktop,Basic,,,,
E011159,U01145,onboarding_started,2026-01-06 19:39:00,,Mobile,Basic,,,,
E006915,U00697,onboarding_completed,2026-01-06 19:48:00,,Mobile,Basic,,,,
E010256,U01044,landing_page_view,2026-01-06 19:49:00,Influencer,Desktop,,,,,
E006147,U00612,landing_page_view,2026-01-06 19:58:00,Email,Mobile,,,,,
E006148,U00612,signup_started,2026-01-06 20:00:00,Email,Mobile,,,,,
E010257,U01044,signup_started,2026-01-06 20:00:00,Influencer,Desktop,,,,,
E010258,U01044,signup_completed,2026-01-06 20:07:00,Influencer,Desktop,Basic,,,,
E006149,U00612,signup_completed,2026-01-06 20:17:00,Email,Mobile,Basic,,,,
E010259,U01044,onboarding_started,2026-01-06 20:42:00,,Desktop,Basic,,,,
E002342,U00241,landing_page_view,2026-01-06 20:54:00,Influencer,Mobile,,,,,
E001480,U00147,landing_page_view,2026-01-06 20:55:00,Influencer,Mobile,,,,,
E001481,U00147,signup_started,2026-01-06 21:00:00,Influencer,Mobile,,,,,
E002343,U00241,signup_started,2026-01-06 21:00:00,Influencer,Mobile,,,,,
E002344,U00241,signup_completed,2026-01-06 21:11:00,Influencer,Mobile,Basic,,,,
E006150,U00612,onboarding_started,2026-01-06 21:15:00,,Mobile,Basic,,,,
E002345,U00241,onboarding_started,2026-01-06 21:22:00,,Mobile,Basic,,,,
E006151,U00612,onboarding_completed,2026-01-06 21:30:00,,Mobile,Basic,,,,
E009798,U01004,order_placed,2026-01-06 23:14:00,,Mobile,Basic,O009798,52.72,,
E009799,U01004,recipe_ordered,2026-01-06 23:14:27,,,,O009798,,R0125,
E009800,U01004,recipe_ordered,2026-01-06 23:14:47,,,,O009798,,R0127,
E012897,U01338,order_placed,2026-01-06 23:35:00,,Desktop,Family,O012897,90.56,,
E012900,U01338,recipe_ordered,2026-01-06 23:35:14,,,,O012897,,R0018,
E012898,U01338,recipe_ordered,2026-01-06 23:35:20,,,,O012897,,R0105,
E012899,U01338,recipe_ordered,2026-01-06 23:35:56,,,,O012897,,R0139,
E012671,U01315,order_placed,2026-01-07 01:11:00,,Mobile,Family,O012671,94.76,,
E012674,U01315,recipe_ordered,2026-01-07 01:11:21,,,,O012671,,R0011,
E012672,U01315,recipe_ordered,2026-01-07 01:11:40,,,,O012671,,R0011,
E012673,U01315,recipe_ordered,2026-01-07 01:11:51,,,,O012671,,R0055,
E012675,U01315,recipe_ordered,2026-01-07 01:11:58,,,,O012671,,R0092,
E011174,U01147,landing_page_view,2026-01-07 06:55:00,Organic Search,Mobile,,,,,
E011175,U01147,signup_started,2026-01-07 07:00:00,Organic Search,Mobile,,,,,
E011176,U01147,signup_completed,2026-01-07 07:23:00,Organic Search,Mobile,Basic,,,,
E011177,U01147,onboarding_started,2026-01-07 07:49:00,,Mobile,Basic,,,,
E017203,U01763,order_placed,2026-01-07 07:54:00,,Desktop,Family,O017203,95.79,,
E017206,U01763,recipe_ordered,2026-01-07 07:54:02,,,,O017203,,R0087,
E017204,U01763,recipe_ordered,2026-01-07 07:54:08,,,,O017203,,R0082,
E017205,U01763,recipe_ordered,2026-01-07 07:54:24,,,,O017203,,R0005,
E010440,U01063,landing_page_view,2026-01-07 08:53:00,Organic Search,Mobile,,,,,
E017175,U01757,landing_page_view,2026-01-07 08:55:00,Organic Search,Mobile,,,,,
E010441,U01063,signup_started,2026-01-07 09:00:00,Organic Search,Mobile,,,,,
E017176,U01757,signup_started,2026-01-07 09:00:00,Organic Search,Mobile,,,,,
E010442,U01063,signup_completed,2026-01-07 09:11:00,Organic Search,Mobile,Premium,,,,
E017177,U01757,signup_completed,2026-01-07 09:17:00,Organic Search,Mobile,Family,,,,
E002803,U00284,landing_page_view,2026-01-07 09:48:00,Organic Search,Desktop,,,,,
E007289,U00737,landing_page_view,2026-01-07 09:56:00,Organic Search,Mobile,,,,,
E002804,U00284,signup_started,2026-01-07 10:00:00,Organic Search,Desktop,,,,,
E007290,U00737,signup_started,2026-01-07 10:00:00,Organic Search,Mobile,,,,,
E002805,U00284,signup_completed,2026-01-07 10:05:00,Organic Search,Desktop,Premium,,,,
E010443,U01063,onboarding_started,2026-01-07 10:07:00,,Mobile,Premium,,,,
E017178,U01757,onboarding_started,2026-01-07 10:07:00,,Mobile,Family,,,,
E002806,U00284,onboarding_started,2026-01-07 10:14:00,,Desktop,Premium,,,,
E007291,U00737,signup_completed,2026-01-07 10:16:00,Organic Search,Mobile,Basic,,,,
E007292,U00737,onboarding_started,2026-01-07 10:36:00,,Mobile,Basic,,,,
E006899,U00693,landing_page_view,2026-01-07 10:48:00,Influencer,Desktop,,,,,
E007293,U00737,onboarding_completed,2026-01-07 10:48:00,,Mobile,Basic,,,,
E007595,U00777,landing_page_view,2026-01-07 10:54:00,Organic Search,Mobile,,,,,
E006900,U00693,signup_started,2026-01-07 11:00:00,Influencer,Desktop,,,,,
E007596,U00777,signup_started,2026-01-07 11:00:00,Organic Search,Mobile,,,,,
E007597,U00777,signup_completed,2026-01-07 11:03:00,Organic Search,Mobile,Basic,,,,
E007598,U00777,onboarding_started,2026-01-07 11:04:00,,Mobile,Basic,,,,
E006901,U00693,signup_completed,2026-01-07 11:21:00,Influencer,Desktop,Basic,,,,
E006902,U00693,onboarding_started,2026-01-07 11:33:00,,Desktop,Basic,,,,
E018163,U01862,landing_page_view,2026-01-07 11:47:00,Organic Search,Mobile,,,,,
E009999,U01028,order_placed,2026-01-07 11:53:00,,Desktop,Family,O009999,94.45,,
E010000,U01028,recipe_ordered,2026-01-07 11:53:01,,,,O009999,,R0081,
E010002,U01028,recipe_ordered,2026-01-07 11:53:32,,,,O009999,,R0080,
E010001,U01028,recipe_ordered,2026-01-07 11:53:46,,,,O009999,,R0080,
E011638,U01198,landing_page_view,2026-01-07 11:54:00,Influencer,Desktop,,,,,
E011639,U01198,signup_started,2026-01-07 12:00:00,Influencer,Desktop,,,,,
E018164,U01862,signup_started,2026-01-07 12:00:00,Organic Search,Mobile,,,,,
E011640,U01198,signup_completed,2026-01-07 12:09:00,Influencer,Desktop,Basic,,,,
E018165,U01862,signup_completed,2026-01-07 12:09:00,Organic Search,Mobile,Family,,,,
E001314,U00139,support_ticket_created,2026-01-07 12:17:00,,Desktop,,,,,
E009147,U00937,landing_page_view,2026-01-07 12:49:00,Influencer,Mobile,,,,,
E004387,U00448,landing_page_view,2026-01-07 12:50:00,Influencer,Desktop,,,,,
E017088,U01744,landing_page_view,2026-01-07 12:53:00,Email,Mobile,,,,,
E002703,U00272,landing_page_view,2026-01-07 12:55:00,Organic Search,Desktop,,,,,
E002704,U00272,signup_started,2026-01-07 13:00:00,Organic Search,Desktop,,,,,
E004388,U00448,signup_started,2026-01-07 13:00:00,Influencer,Desktop,,,,,
E009148,U00937,signup_started,2026-01-07 13:00:00,Influencer,Mobile,,,,,
E017089,U01744,signup_started,2026-01-07 13:00:00,Email,Mobile,,,,,
E002705,U00272,signup_completed,2026-01-07 13:03:00,Organic Search,Desktop,Family,,,,
E004389,U00448,signup_completed,2026-01-07 13:06:00,Influencer,Desktop,Family,,,,
E017090,U01744,signup_completed,2026-01-07 13:21:00,Email,Mobile,Premium,,,,
E002706,U00272,onboarding_started,2026-01-07 13:23:00,,Desktop,Family,,,,
E009149,U00937,signup_completed,2026-01-07 13:24:00,Influencer,Mobile,Family,,,,
E017091,U01744,onboarding_started,2026-01-07 13:33:00,,Mobile,Premium,,,,
E009150,U00937,onboarding_started,2026-01-07 13:47:00,,Mobile,Family,,,,
E004390,U00448,onboarding_started,2026-01-07 13:51:00,,Desktop,Family,,,,
E009603,U00987,landing_page_view,2026-01-07 13:54:00,Paid Social,Mobile,,,,,
E007694,U00793,landing_page_view,2026-01-07 13:58:00,Paid Social,Mobile,,,,,
E007695,U00793,signup_started,2026-01-07 14:00:00,Paid Social,Mobile,,,,,
E009604,U00987,signup_started,2026-01-07 14:00:00,Paid Social,Mobile,,,,,
E009605,U00987,signup_completed,2026-01-07 14:09:00,Paid Social,Mobile,Family,,,,
E007696,U00793,signup_completed,2026-01-07 14:12:00,Paid Social,Mobile,Family,,,,
E004391,U00448,onboarding_completed,2026-01-07 14:14:00,,Desktop,Family,,,,
E009606,U00987,onboarding_started,2026-01-07 14:39:00,,Mobile,Family,,,,
E013311,U01378,landing_page_view,2026-01-07 14:52:00,Email,Desktop,,,,,
E015186,U01556,landing_page_view,2026-01-07 14:53:00,Paid Social,Mobile,,,,,
E007697,U00793,onboarding_started,2026-01-07 14:56:00,,Mobile,Family,,,,
E001161,U00126,landing_page_view,2026-01-07 14:58:00,Referral,Mobile,,,,,
E001162,U00126,signup_started,2026-01-07 15:00:00,Referral,Mobile,,,,,
E013312,U01378,signup_started,2026-01-07 15:00:00,Email,Desktop,,,,,
E015187,U01556,signup_started,2026-01-07 15:00:00,Paid Social,Mobile,,,,,
E013313,U01378,signup_completed,2026-01-07 15:07:00,Email,Desktop,Basic,,,,
E015188,U01556,signup_completed,2026-01-07 15:08:00,Paid Social,Mobile,Basic,,,,
E015189,U01556,onboarding_started,2026-01-07 15:12:00,,Mobile,Basic,,,,
E001163,U00126,signup_completed,2026-01-07 15:22:00,Referral,Mobile,Basic,,,,
E007698,U00793,onboarding_completed,2026-01-07 15:37:00,,Mobile,Family,,,,
E015190,U01556,onboarding_completed,2026-01-07 15:44:00,,Mobile,Basic,,,,
E013314,U01378,onboarding_started,2026-01-07 15:53:00,,Desktop,Basic,,,,
E009084,U00928,landing_page_view,2026-01-07 15:56:00,Organic Search,Mobile,,,,,
E009085,U00928,signup_started,2026-01-07 16:00:00,Organic Search,Mobile,,,,,
E001164,U00126,onboarding_started,2026-01-07 16:05:00,,Mobile,Basic,,,,
E009086,U00928,signup_completed,2026-01-07 16:09:00,Organic Search,Mobile,Premium,,,,
E001165,U00126,onboarding_completed,2026-01-07 16:30:00,,Mobile,Basic,,,,
E009087,U00928,onboarding_started,2026-01-07 16:34:00,,Mobile,Premium,,,,
E014759,U01518,landing_page_view,2026-01-07 16:56:00,Paid Social,Desktop,,,,,
E014760,U01518,signup_started,2026-01-07 17:00:00,Paid Social,Desktop,,,,,
E007757,U00794,order_placed,2026-01-07 17:01:00,,Desktop,Premium,O007757,107.1,,
E007758,U00794,recipe_ordered,2026-01-07 17:01:14,,,,O007757,,R0071,
E007759,U00794,recipe_ordered,2026-01-07 17:01:41,,,,O007757,,R0115,
E007760,U00794,recipe_ordered,2026-01-07 17:01:46,,,,O007757,,R0138,
E014761,U01518,signup_completed,2026-01-07 17:07:00,Paid Social,Desktop,Family,,,,
E009088,U00928,onboarding_completed,2026-01-07 17:16:00,,Mobile,Premium,,,,
E014762,U01518,onboarding_started,2026-01-07 17:29:00,,Desktop,Family,,,,
E000633,U00064,landing_page_view,2026-01-07 17:47:00,Referral,Mobile,,,,,
E009866,U01018,landing_page_view,2026-01-07 17:51:00,Paid Social,Desktop,,,,,
E013285,U01373,landing_page_view,2026-01-07 17:53:00,Influencer,Mobile,,,,,
E001824,U00191,landing_page_view,2026-01-07 17:58:00,Influencer,Mobile,,,,,
E000634,U00064,signup_started,2026-01-07 18:00:00,Referral,Mobile,,,,,
E001825,U00191,signup_started,2026-01-07 18:00:00,Influencer,Mobile,,,,,
E009867,U01018,signup_started,2026-01-07 18:00:00,Paid Social,Desktop,,,,,
E013286,U01373,signup_started,2026-01-07 18:00:00,Influencer,Mobile,,,,,
E000635,U00064,signup_completed,2026-01-07 18:09:00,Referral,Mobile,Family,,,,
E009868,U01018,signup_completed,2026-01-07 18:12:00,Paid Social,Desktop,Basic,,,,
E001826,U00191,signup_completed,2026-01-07 18:13:00,Influencer,Mobile,Family,,,,
E000636,U00064,onboarding_started,2026-01-07 18:17:00,,Mobile,Family,,,,
E013287,U01373,signup_completed,2026-01-07 18:19:00,Influencer,Mobile,Family,,,,
E001827,U00191,onboarding_started,2026-01-07 18:24:00,,Mobile,Family,,,,
E009869,U01018,onboarding_started,2026-01-07 18:40:00,,Desktop,Basic,,,,
E000637,U00064,onboarding_completed,2026-01-07 18:46:00,,Mobile,Family,,,,
E001828,U00191,onboarding_completed,2026-01-07 18:47:00,,Mobile,Family,,,,
E013288,U01373,onboarding_started,2026-01-07 18:51:00,,Mobile,Family,,,,
E012467,U01291,landing_page_view,2026-01-07 18:59:00,Influencer,Desktop,,,,,
E012468,U01291,signup_started,2026-01-07 19:00:00,Influencer,Desktop,,,,,
